#漢字	音標	解釋
多	tɔu22	多：～少
此	ʦʰɿ31	此：到～为止
刺	ʦʰɿ45	刺：～激，穿～
斯	sɿ22	斯：～大林
撕	sɿ22	撕：～烂
璽	ɕit2	玺：玉～
徙	ɕiak2	徙：移居，～屋，迁～
賜	ʦʰɿ45	赐：赏～
知	ʦɿ22	知：通～，～道，无～[文]
知	ʦɿ45	知：～识[文]
知	ti22	知：知道，唔～[白]
蜘	ʦɿ22	蜘：～蛛
智	ʦɿ45	智：～慧
池	ʦʰɿ41	池：水～
馳	ʦʰɿ41	驰：奔～
差	ʦʰa22	差：参～不齐
篩	ʦʰei22	筛：谷～，米～
支	ʦɿ22	支：两～笔[白，量]
支	ʦɿ22	支：～持，天干地～[文]
枝	ʦɿ22	枝：树～
肢	ʦɿ22	肢：四～，～体
梔	ʨi22	栀：黄～（水横枝、黄果）
紙	ʦɿ31	纸：白～
只	ʨit2	只：～有
舐	sei22	舐：舔
施	sɿ22	施：措～；姓
翅	ʦʰɿ45	翅：鱼～
匙	sɿ41	匙：锁～，汤～
是	sɿ31	是：～否，～非
氏	sɿ31	氏：姓～
豉	sɿ31	豉：豆～
兒	lu41	儿：～童
爾	ȵi22	尔：～虞我诈；保～（人名）
寄	ʨi45	寄：～信，～托
企	ʨʰi22	企：～业，～鹅
奇	ʨʰi41	奇：～怪
騎	ʨʰi41	骑：～马
騎	ʨʰi41	骑：～楼
徛	ʨʰi22	徛：站立；（山）斜度高
技	ʨʰi22	技：～术[文]
技	ʨʰi22	技：杂～[白]
妓	ʦɿ22	妓：～女
宜	ȵi41	宜：适～，～昌
儀	ȵi41	仪：礼～，～式
蟻	ŋei41	蚁：蚂蚁，白～
誼	ȵi41	谊：友～
義	ȵi41	义：情～，～气
議	ȵi45	议：～论，会～
犧	ɕi22	牺：～牲
戲	ʨʰi45	戏：做～
倚	pʰen31	倚：～靠，～老卖老
椅	i31	椅：椅子，藤～
移	i41	移：～动
易	i31	易：容～
悲	pui22	悲：～伤
鄙	pʰi31	鄙：卑～，～视[文]
鄙	pʰi31	鄙：差劲[白]
比	pi31	比：～较，对～
祕	pi45	秘：～书，～密
泌	pi45	泌：分～；滤出汤汁
庇	pi31	庇：包～，～护
痹	pi22	痹：麻～
丕	pʰui22	丕：人名用字，曹～
屁	pʰi45	屁：放～
琵	pʰi41	琵：～琶
枇	pʰi41	枇：～杷
備	pʰi31	备：准～，～用
鼻	pʰi31	鼻：鼻子；鼻涕
篦	pi22	篦：篦子（很密的梳子）
眉	mi41	眉：眉毛，画～
楣	mi41	楣：门～
黴	mui41	霉：发～，倒～
美	mui31	美：～丽，～化
媚	mi41	媚：～眼，妩～；人名用字
地	tʰi31	地：土～
尼	nei41	尼：～姑
膩	ȵi45	腻：油～，细～
梨	li41	梨
履	li31	履：～行，～历
利	li31	利：～润，有～
痢	li31	痢：～疾
痢	li41	痢：癞～（头屑）
資	ʦɿ22	资：～本
姿	ʦɿ22	姿：～势
咨	ʦɿ22	咨：～询
姊	ʨi31	姊：～妹
次	ʦʰɿ45	次：名～，～品
瓷	ʦʰɿ41	瓷：～砖，陶～
餈	ʨʰi41	糍：糍粑，糯米～
自	ʦʰɿ31	自：～私
私	sɿ22	私：自～
死	ɕi31	死：～人
四	ɕi45	四：数字
肆	ɕi45	肆：放～
致	ʦɿ45	致：导～
遲	ʦʰɿ41	迟：～到，推～
稚	ʦʰɿ22	稚：幼～
師	sɿ22	师：老～，～父
獅	sɿ22	狮：狮子
脂	ʦɿ31	脂：～肪，胭～
旨	ʦɿ31	旨：圣～
指	ʦɿ31	指：手～，～甲
至	ʦɿ45	至：～少
示	sɿ45	示：表～
屍	sɿ22	尸：～体，死～
矢	sɿ22	矢：有的放～
屎	sɿ31	屎：狗～
視	sɿ45	视：近～
嗜	ʧʰy41	嗜：～好
二	ȵi31	二：数字
貳	liɔŋ31	贰：～心
飢	ʨi22	饥：～饿
肌	ʨi22	肌：～肉
几	ʨi22	几：茶～
冀	ʨi45	冀：河北简称，晋察～
器	ʨʰi45	器：武～，机～，～重
棄	ʨʰi45	弃：放～，抛～
祁	ʨʰi41	祁：～连山
伊	i45	伊：～犁；姓
懿	i41	懿：人名用字，司马～
夷	i41	夷：化险为～，蛮～
姨	i41	姨：大～，～丈
肄	ɕi45	肄：～业
你	ȵi31	你：～们，第二人称[文]
你	n̩41	你：第二人称[白]
釐	li41	厘：～米
狸	li41	狸：狐～
李	li31	李：姓；水果
里	li22	里：公～
裏	ti22	里：～外，～背（里面）
理	li22	理：道～，～由
鯉	li22	鲤：～鱼
吏	li31	吏：官～
滋	ʦɿ22	滋：～味
子	ʦɿ31	子：～孙；孔～
梓	ʦɿ31	梓：桑～；曾宪～
慈	ʦʰɿ41	慈：～悲，～禧太后
磁	ʦʰɿ41	磁：～铁，～场
字	sɿ22	字：～典，文～
司	sɿ22	司：公～，～令
絲	sɿ22	丝：～绸
思	sɿ22	思：～想
伺	sɿ22	伺：～候，～机而动
思	sɿ22	思：意～
辭	ʦʰɿ41	辞：～职，告～
詞	ʦʰɿ41	词：歌～
祠	ʦʰɿ41	祠：～堂
似	sɿ45	似：相～，～乎[文]
似	ʨʰi45	似：好～（好像）[白]
祀	sɿ31	祀：祭～
巳	ʨi45	巳：地支，～时
寺	sɿ22	寺：～庙，灵光～
飼	ʦʰɿ41	饲：～料，～养[文]
飼	ʨʰi31	饲：喂饭[白]
置	ʦɿ45	置：布～
癡	ʦʰɿ22	痴：白～，～呆
恥	ʦʰɿ31	耻：～辱
持	ʦʰɿ41	持：支～
痔	sɿ31	痔：～疮
治	ʦʰɿ31	治：～安，统～[文]
治	ʦʰɿ31	治：～鸡，～猪[白]
廁	ʦʰɿ45	厕：～所，公～
士	sɿ31	士：～兵
仕	sɿ31	仕：～途
柿	sɿ31	柿：柿子，～饼
事	sɿ31	事：～实，～情[文]
事	sei31	事：做～[白]
使	sɿ31	使：～用，假～，大～馆
史	sɿ45	史：历～
駛	sɿ45	驶：驾～
之	ʦɿ22	之：～前
芝	ʦɿ22	芝：灵～，～麻
止	ʦɿ31	止：停～，～血
趾	ʦɿ31	趾：脚～
址	ʦɿ31	址：地～
志	ʦɿ45	志：～气，～愿
誌	ʦɿ45	志：县～，标～
痣	ʦɿ45	痣：乌～
齒	ʦʰɿ31	齿：牙～
詩	sɿ22	诗：～人
始	ʦʰɿ31	始：开～，～终
試	sɿ45	试：考～[文]
試	ʦʰɿ45	试：试试[白]
時	sɿ41	时：～间，当～
巿	sɿ45	巿：～场，城～
恃	ʦʰɿ41	恃：～才傲物，有～无恐
侍	sɿ31	侍：服～，～卫
而	lu41	而：～且，反～
耳	ȵi31	耳：耳朵，中～炎
基	ʨi22	基：～本，地～
箕	ʨi22	箕：畚～
己	ʨi31	己：自～
紀	ʨi45	纪：～律
記	ʨi45	记：笔～，～号
欺	ʨʰi22	欺：～负
起	ʨʰi31	起
杞	ʨi45	杞：枸～
其	ʨʰi41	其：～他，～实
棋	ʨʰi41	棋：围～，捉～（下棋）
期	ʨʰi41	期：日～
旗	ʨʰi41	旗：红～
忌	ʨi45	忌：禁～，～讳，～日[文]
疑	ȵi41	疑：怀～
擬	ȵi41	拟：模～，～人
嬉	ʨʰi31	嬉：玩，～戏
煕	ʨi22	熙：康～
喜	ʨʰi31	喜：～欢
嘻	ʨʰi31	嘻：～皮笑脸
醫	i22	医：～生
意	i45	意：～思
怡	i41	怡：心旷神～；人名用字
已	ʨi45	已：～经
以	i45	以：可～，～为
異	i31	异：～同
幾	ʨi22	几：～乎
機	ʨi22	机：～会，飞～
譏	ʨi22	讥：～笑
饑	ʨi22	饥：～荒
幾	ʨi31	几：～只
幾	ʨi22	几：～何
旣	ʨi45	既：～然
豈	ʨʰi31	岂：～有此理
氣	ʨʰi45	气：～人，空～
汽	ʨʰi45	汽：～水，～车
毅	ŋei31	毅：～力
希	ɕi22	希：～望
稀	ɕi22	稀：～少
衣	i22	衣：外～；花生皮
依	i22	依：～靠
累	lui22	累：积～
累	lui45	累：连～
嘴	ʧiui31	嘴：嘴巴[文]
嘴	ʦɔi45	嘴：嘴巴[白，训]
髓	sɔi31	髓：骨～
隨	ʃiui41	随：～时，～便
吹	ʧʰiui22	吹：～牛皮，～喇叭
炊	ʧʰiui22	炊：野～
垂	ʃiui41	垂：下～，～头丧气
睡	sɔi31	睡：睡觉
瑞	ʃiui45	瑞：～金；董存～
蕊	iui31	蕊：花～
規	kui22	规：～定，圆～
詭	kui31	诡：～计多端
虧	kʰui22	亏：食～（吃亏）
窺	kui22	窥：偷～
跪	kʰui31	跪：下～
危	ŋui41	危：～险，安～
僞	ŋui31	伪：虚～
毀	fui45	毁：～灭
萎	vui22	萎：枯～
委	vui22	委：～托，常～
爲	vui41	为：作～，行～，～人
爲	vui41	为：～什么
壘	lui45	垒：堡～，～球
類	lui31	类：分～
淚	lui31	泪：眼～
醉	ʧiui45	醉：～酒
翠	ʧʰiui45	翠：翡～
悴	ʧʰiui45	悴：憔～
雖	ʃiui22	虽：～然
粹	ʃiui45	粹：纯～
遂	ʃiui41	遂：杀人未～
隧	ʃiui31	隧：～道
穗	fui31	穗：谷～
追	ʧiui22	追：～求[文]
追	tiak4	追：追赶，赶走[白]
槌	ʧʰiui41	槌：木～[名]；[动]
錘	ʧʰiui41	锤：铁～[名]；[动]
墜	ʧiui45	坠：下～，玉～[文]
衰	sɔi22	衰：～弱，～老[文]
衰	sɔi22	衰：运气不好[白]
摔	sɔi22	摔：～跤
帥	sɔi45	帅：元～
錐	ʧiui22	锥：圆～
水	ʃiui31	水：～果，～平
誰	ʃiui41	谁：疑问代词
龜	kui22	龟：乌～
軌	kui22	轨：铁～
癸	kui45	癸：天干
愧	kʰui45	愧：惭～
季	kui45	季：四～，～节
逵	kʰui41	逵：人名用字，李～
葵	kʰui41	葵：向日～，～花籽
櫃	kʰui31	柜：～台
位	vui31	位：座～，～置
維	vui41	维：～生素，～持，纤～
惟	vui41	惟：～一
遺	i41	遗：～失，～憾
唯	vui41	唯：～物主义
非	fui22	非：是～，～常
飛	fui22	飞：～机；人名，张～[文]
飛	fui22	飞：飞行[白]
匪	fui22	匪：土～
痱	pui45	痱：痱子，热～
妃	fui22	妃：贵～
費	fui45	费：～用，浪～
肥	fui41	肥：化～，～肉
翡	fui22	翡：～翠
微	vui41	微：稍～
尾	mui22	尾：尾巴
未	vui31	未：～来；地支
味	mui31	味：～道，～精
歸	kui22	归：回～，～类
鬼	kui31	鬼：鬼神
貴	kui45	贵：～重
魏	ŋui31	魏：～国；姓
揮	fui22	挥：指～
輝	fui22	辉：光～，～煌
徽	fui22	徽：国～，～章
諱	fui45	讳：忌～
威	vui22	威：～风，～胁
畏	vui45	畏：不喜欢；怕，～热
慰	vui45	慰：安～，～问
違	vui41	违：～反
圍	vui41	围：包～，～墙
偉	vui45	伟：～大
葦	vui41	苇：芦～
緯	vui45	纬：经～
胃	vui31	胃：肠～
謂	vui31	谓：称～，所～
彙	fui31	汇：词～
褒	pɔu22	褒：～奖，～义词
保	pɔu31	保：～护
堡	pɔu31	堡：碉～
寶	pɔu31	宝：～贝
報	pɔu45	报：～告，日～
袍	pʰau41	袍：长～，袄～
抱	pʰau31	抱：拥抱
暴	pʰau31	暴：～雨，残～
毛	mɔu22	毛：～病，鸡～
冒	mau31	冒：～充，感～
帽	mɔu31	帽：草～
刀	tɔu22	刀：菜～
叨	tɔu22	叨：唠～
島	tɔu31	岛：海南～
倒	tɔu31	倒：颠～
到	tɔu45	到：～站
倒	tɔu31	倒：～水，～退
滔	tʰau22	滔：～～不绝，波浪～天
討	tʰɔu31	讨：～老婆，～厌
套	tʰɔu45	套：配～，～房
桃	tʰɔu41	桃：杨～，～花
逃	tʰɔu41	逃：～走
淘	tʰɔu41	淘：～米，～沙
陶	tʰɔu41	陶：～瓷；姓
萄	tʰɔu41	萄：葡～
濤	tʰau22	涛：波～
道	tʰɔu31	道：～理
稻	tʰau22	稻：水～
盜	tʰɔu31	盗：强～，～窃
導	tʰɔu45	导：领～，～师
腦	nɔu31	脑：猪～，～屎（脑子）
惱	nɔu31	恼：烦～[文]
惱	nau22	恼：讨厌，不喜欢[白]
勞	lɔu41	劳：～动
撈	lau22	捞：打～局[文]
撈	leu41	捞：～起来[白]
牢	lɔu41	牢：～房，坐～
嘮	lɔu41	唠：～叨
老	lɔu41	老：～爷，～实
澇	lɔu41	涝：洪～，旱～
遭	ʦɔu22	遭：～遇，～殃
糟	ʦɔu22	糟：酒～，～糕
早	ʦɔu31	早：还～
棗	ʦɔu31	枣：红～
蚤	ʦau31	蚤：跳～
躁	ʦʰau45	躁：烦～，暴～
竈	ʦɔu45	灶：～头，～神
操	ʦʰau22	操：做～，～作
草	ʦʰɔu31	草：青～，～稿
糙	ʦʰɔu45	糙：～米，粗～
曹	ʦʰɔu41	曹：姓
槽	ʦʰɔu41	槽：猪～，水～
皂	ʦʰɔu31	皂：肥～
造	ʦʰɔu31	造：创～
騷	sau22	骚：风～，离～
臊	sɔu22	臊：臭～
掃	sɔu45	扫：～地[动]
嫂	sɔu31	嫂：大～
掃	sɔu45	扫：～把[名]
髙	kɔu22	高：姓；～低
膏	kau22	膏：牙～；狗皮～药
篙	kɔu22	篙：竹～
羔	kau22	羔：羊～
糕	kau22	糕：蛋～，糟～
稿	kɔu31	稿：草～，～纸
吿	kɔu45	告：报～，～状
考	kʰau31	考：～试，大～
烤	kʰau31	烤：烧～
靠	kʰau45	靠：依～，可～
犒	kʰau45	犒：～劳，～赏
熬	ŋau41	熬：～汤，～夜
傲	ŋau31	傲：骄～
蒿	kɔu22	蒿：蓬～，青～，茼～
好	hɔu31	好：～人
好	hɔu31	好：爱～
耗	hɔu45	耗：消～
豪	hau41	豪：～华，～猪
壕	hau41	壕：战～
毫	hau41	毫：～米
號	hɔu31	号：～叫，呼～[动]
浩	hau22	浩：～～荡荡；人名用字
號	hɔu31	号：～码，口～[名]
襖	ɔu31	袄：棉～，～袍
懊	ɔu45	懊：～恼
奧	ɔu45	奥：～妙，～运会
懊	ɔu45	懊：～悔
澳	ɔu45	澳：～门
包	pau22	包：钱～，～围
胞	pau22	胞：同～
飽	pau31	饱：食～（吃饱）
豹	pau45	豹：动物，～虎
爆	pʰau45	爆：～炸
泡	pʰau45	泡：灯～；泡沫（多～）
泡	pʰiau45	泡：起～[训，瘭]
拋	pʰau31	抛：～弃
炮	pʰau45	炮：枪～
泡	pʰau45	泡：～茶
跑	pʰau22	跑：～步
刨	pʰau41	刨：～地，～花板
鮑	pau45	鲍：姓；～鱼
茅	mau41	茅：～庐
貓	miau45	猫：大～
錨	mau41	锚：抛～
銜	haŋ41	衔：军～；叼在嘴里
艦	kaŋ45	舰：军～
匣	kak2	匣：匣子
鴨	ak2	鸭：鸭子
押	ak2	押：抵～，～送
壓	ak2	压：～力
貶	pien31	贬：～值
黏	ȵiaŋ22	黏：～合剂，～起来
聶	ȵiak2	聂：姓，～耳
廉	liaŋ41	廉：清～，～洁
鐮	liaŋ41	镰：镰刀，禾～
簾	liaŋ41	帘：窗～
斂	liaŋ31	敛：收～
殮	liaŋ31	殓：给死者穿衣入棺，～尸
獵	liak4	猎：打～，～人
尖	ʨiaŋ22	尖：～刀
殲	ʨʰiaŋ41	歼：～灭
接	ʨiak2	接：迎～，～待
籤	ʨʰiaŋ22	签：竹～，求～
簽	ʨʰiaŋ22	签：～字，～名
妾	ʨʰiet2	妾：小老婆
潛	ʨʰiaŋ41	潜：～力
漸	ʨʰiaŋ31	渐：逐～
捷	ʨʰiak2	捷：～报，大～，敏～
沾	ʦaŋ22	沾：～光
粘	ʦaŋ22	粘：～贴
占	ʦaŋ45	占：～卜
佔	ʦaŋ45	占：～领，～地方
摺	ʦak2	折：～被，～叠
陝	saŋ31	陕：～西
閃	saŋ31	闪：～开
攝	ȵiak2	摄：～影
蟾	ɕien41	蟾：～蜍
涉	ɕiak2	涉：～及
染	ȵiaŋ22	染：污～
染	ȵiaŋ22	染：～色
檢	ʨiaŋ31	检：～查，体～
臉	liaŋ31	脸：红～白～[文]
鉗	ʨʰiaŋ41	钳：～工，火～
儉	ʨʰiaŋ31	俭：勤～
驗	ȵiaŋ31	验：～收，试～
險	ɕiaŋ31	险：危～，保～
淹	iaŋ31	淹：～没
閹	iaŋ22	阉：～鸡，～猪
掩	iaŋ31	掩：～护
厭	iaŋ45	厌：讨～
炎	iaŋ31	炎：～热
鹽	iaŋ41	盐
閻	ȵiaŋ41	阎：～罗王；姓
簷	iaŋ41	檐：屋～下
豔	iaŋ31	艳：鲜～，～丽
焰	iaŋ31	焰：火～
葉	iak4	叶：树～；姓
頁	iak4	页：～数
劍	ʨiaŋ45	剑：宝～
劫	ʨiak2	劫：抢～
欠	ʨʰiaŋ45	欠：～钱，拖～
嚴	ȵiaŋ41	严：～格；姓
釅	ȵiaŋ41	酽：～茶
業	ȵiak4	业：事～，～余
脅	ɕiak2	胁：威～
醃	iak2	腌：腌制
掂	tiaŋ22	掂：～量
點	tiaŋ31	点：～心，～头
店	tiaŋ45	店：开～
跌	tiet2	跌：～打
添	tʰiaŋ22	添：～加，～丁
帖	tʰiak2	帖：请～
貼	tʰiak2	贴：补～
貼	tiak2	贴：～纸，～对联[动]
甜	tʰiaŋ41	甜
疊	tʰiak4	叠：～起来，折～
卯	mau22	卯：地支，子丑寅卯
貌	mau31	貌：礼～
鬧	nau31	闹：～热，～事
罩	ʦau45	罩：灯～，床～
抓	ʦa22	抓：～紧
爪	ʦau31	爪：鸡～
找	ʦau31	找：～钱，查～
笊	ʦau45	笊：～捞（笊篱）
抄	ʦau22	抄：～书
鈔	ʦau22	钞：～票
炒	ʦau31	炒：～股，～菜
吵	ʦau41	吵：～人，争～
巢	ʦʰɔu41	巢：雀～
梢	ɕiau22	梢：树～
稍	sau45	稍：～等；～息
哨	sau45	哨：口～
交	kau22	交：～通，～钱[文]
交	kau22	交：交叉，～脚（翘二郎腿）[白]
郊	kau22	郊：～区
膠	kau22	胶：～水，橡～
敎	kau22	教：～书
絞	ʨiau31	绞：～刑，～肉机
狡	kau31	狡：～猾
鉸	kau22	铰：～剪
攪	ʨiau31	搅：搅拌
搞	kau31	搞：～活动
敎	kau45	教：～育，～师
校	kau31	校：～对
校	kau45	校：调校
較	kau31	较：比～[文]
較	kau45	较：交换[白]
酵	hau45	酵：发～，～母片
窖	kau45	窖：地～，番薯～
覺	kau45	觉：睡～
敲	kʰau45	敲：～锣打鼓
巧	kʰau31	巧：～合
咬	ŋau31	咬：～人
孝	hau45	孝：～顺
哮	hau45	哮：～喘
肴	iau41	肴：美味佳～
淆	ŋau41	淆：混～
效	hau31	效：～果
校	kau31	校：学～，～长，上～
凹	au45	凹：～面镜
坳	au45	坳：山～，～背
臕	piau22	膘：肥～
標	piau22	标：～准，～志，招～
表	piau31	表：图～，～扬
錶	piau22	表：手～
飄	pʰiau22	飘：～扬
漂	pʰiau22	漂：～流
漂	pʰiau45	漂：～白，～亮
票	pʰiau45	票：车～
瓢	pʰiau41	瓢：勺子
嫖	pʰiau41	嫖：～娼
鰾	pʰau45	鳔：鱼～
苗	miau41	苗：鱼～，～族
描	miau41	描：～写
藐	miau31	藐：～视
渺	miau31	渺：～小，～茫
秒	miau22	秒：～针
廟	miau31	庙：和尚～
妙	miau31	妙：～计
燎	liau41	燎：星星之火，可以～原
療	liau41	疗：治～，～养
焦	ʨiau22	焦：姓
蕉	ʨiau22	蕉：米～；～岭（地名）
椒	ʨiau22	椒：胡～
剿	ʨiau31	剿：围～，～匪
醮	ʨiau45	醮：打～（做法事），再醮（嫁人）
悄	ʨʰiau22	悄：静～～
俏	ʨʰiau45	俏：俊～
消	ɕiau22	消：～化
宵	ɕiau22	宵：元～，夜～
硝	ɕiau22	硝：～烟，～酸
銷	ɕiau22	销：供～社，～售
小	ɕiau31	小：～姐，～人
笑	ɕiau45	笑：～话，玩～
肖	ɕiau22	肖：姓
肖	ɕiau45	肖：生～
鞘	ɕiau45	鞘：刀～
朝	ʦau22	朝：～晨，三～
超	ʦʰau22	超：～过
朝	ʦʰau41	朝：～代
潮	ʦʰau41	潮：～湿，涨～
趙	ʦʰau31	赵：姓
兆	ʦʰau31	兆：预～；人名用字
召	ʦau31	召：号～，～集
昭	ʦau22	昭：王～君
招	ʦau22	招：～生
沼	ʦau22	沼：～气
照	ʦau45	照：～明，～顾
詔	ʦau22	诏：～书；～安（地名）
燒	sau22	烧：～水，发～
少	sau31	少：～数，多～
少	sau45	少：～年，～爷
韶	sau41	韶：～关（地名）
紹	sau41	绍：介～；～兴（地名）
饒	ȵiau41	饶：～命，求～
擾	iau31	扰：打～，～乱
繞	ȵiau41	绕：围～，～线
驕	ʨiau22	骄：～傲
嬌	ʨiau22	娇：～气，做～（撒娇）
矯	ʨiau22	矫：～正
喬	ʨʰiau41	乔：姓
僑	ʨʰiau41	侨：华～
橋	ʨʰiau41	桥：大～
蕎	ʨʰiau41	荞：～麦
轎	ʨʰiau31	轿：坐～，扛～
翹	ʨʰiau41	翘：银～片
翹	ʨʰiau45	翘：～起来
囂	ɕiau22	嚣：～张
夭	iau22	夭：～折
妖	iau22	妖：～怪
邀	iau22	邀：～请
腰	iau22	腰：猪～
要	iau22	要：～求
要	iau45	要：重～
搖	iau41	摇：动～，～篮
遙	iau41	遥：逍～
窯	iau41	窑：～洞，烧～
姚	iau41	姚：姓，～明
舀	iau31	舀：～水
耀	iau31	耀：～眼，荣～
鷂	iau41	鹞：～婆（老鹰）
刁	tiau22	刁：～钻，嘴～
貂	tiau22	貂：～婵，～皮
雕	tiau22	雕：木～，～刻
鳥	ȵiau31	鸟：花～市场[文]
鳥	tiau22	鸟：～笼[白]
鳥	tiau31	鸟：骂人话，交合[白]
釣	tiau45	钓：～鱼
吊	tiau45	吊：上～，～车
挑	tʰiau22	挑：～剔，～担
跳	tʰiau45	跳：～高，起～
糶	tʰiau45	粜：～米（卖米）
條	tʰiau41	条：～件，字～
調	tʰiau41	调：～和，～整
跳	tʰiau45	跳：～上跌落（阳平）
掉	tʰiau31	掉：～头，～队
調	tʰiau31	调：音～
調	tʰiau31	调：～动，～走
尿	ȵiau31	尿：屙～
聊	liau41	聊：无～，～天
遼	liau41	辽：～宁，～国
撩	liau22	撩：～起来
撩	liau41	撩：～人
寥	liau41	寥：～～无几
了	liau31	了：～结；～解
瞭	liau41	瞭：～望台
料	liau31	料：肥～，材～
蕭	ɕiau22	萧：姓；～山（地名）
簫	ɕiau22	箫：吹～
繳	ʨiau31	缴：～枪，～费
僥	ʨiau22	侥：～幸
叫	ʨiau45	叫：大～；小孩哭
竅	ʨʰiau45	窍：～门
堯	ȵiau41	尧：～舜禹
曉	ɕiau31	晓：春～，～得
么	iau22	么：～二三
吆	iau22	吆：～喝
杳	iau41	杳：～无音讯
剖	pʰeu31	剖：解～
某	meu22	某：～人
畝	meu22	亩：一～田
牡	meu31	牡：～丹
母	mu22	母：父～
拇	mu22	拇：～指
戊	vu31	戊：～戌变法
茂	meu31	茂：～盛；～名（地名）
貿	meu31	贸：外～，～易
兜	teu22	兜：～风
斗	teu31	斗：十升为一斗
抖	teu31	抖：发～
陡	teu31	陡：斜度大，～峭
鬥	teu45	斗：～争，批～
偸	tʰeu22	偷：小～
㪗	tʰeu31	敨：～气（呼吸）
透	tʰeu45	透：～明
頭	tʰeu41	头：开～
投	tʰeu41	投：～降
豆	tʰeu31	豆：黄～
逗	tʰeu45	逗：～留，～号
逗	tʰeu31	痘：水～
樓	leu41	楼：～下
簍	leu31	篓：竹～，字纸～
摟	leu31	搂：搂抱
摟	laŋ31	搂：搂抱
漏	leu31	漏：～水，～斗
陋	leu31	陋：简～
走	ʦeu31	走：行走
奏	ʦeu45	奏：节～
湊	ʦʰeu45	凑：～数，～热闹
嗽	seu45	嗽：咳～
勾	keu22	勾：～心斗角，～引
鉤	keu22	钩：鱼～
溝	keu22	沟：～通
狗	keu31	狗
苟	keu31	苟：～且偷生
夠	keu45	够：足～
構	keu45	构：结～，～造
購	keu45	购：采～，收～
勾	keu22	勾：～当
口	kʰeu31	口：～头，开～
口	heu31	口：一～饭
叩	kʰeu45	叩：～头
扣	kʰeu45	扣：～钱，～压
寇	kʰeu45	寇：姓，～准；倭～
藕	ŋeu31	藕：～断丝连，莲～
偶	ŋeu31	偶：配～，～然
侯	heu41	侯：姓；诸侯
喉	heu41	喉：～咙
猴	heu41	猴：猴子
後	heu31	后：～生，～来[文]
後	heu22	后：～日[白]
后	heu31	后：皇～
厚	heu22	厚：忠～
候	heu31	候：～车室，等～
歐	eu22	欧：～洲；姓
區	eu22	区：姓
甌	eu22	瓯：瓦器；建～（地名）
嘔	eu31	呕：～吐
毆	eu22	殴：～打
漚	eu45	沤：久浸水中，～坏，～肥
慪	eu45	怄：～气
否	feu31	否：是～，～定
富	fu45	富：丰～，～贵
副	fu45	副：正～
浮	feu41	浮：轻～，～力；云～（地名）
浮	pʰɔu41	浮：～起来[白]
負	fu31	负：～责，～担
婦	fu31	妇：～女[文]
婦	pu22	妇：新～（儿媳）[白]
婦	fu22	妇：～娘[白]
復	fuk2	复：反～
謀	meu41	谋：计～，～财害命
矛	nau41	矛：～盾
紐	neu31	纽：纽扣；～约（地名）
扭	ȵiu31	扭：～面帕，～动
流	liu41	流：河～[文]
流	liu41	流：～汗[白]
劉	liu41	刘：姓
留	liu41	留：～级，停～
榴	liu41	榴：石～，～莲
硫	liu41	硫：～磺
琉	liu41	琉：～璃
柳	liu45	柳：～树
溜	liu22	溜：～走
溜	liu45	溜：～滑梯
餾	liu41	馏：蒸～水，～粄
廖	liau31	廖：姓
揫	tiu31	揪：揪头发
酒	ʨiu31	酒：～精
秋	ʨʰiu22	秋：～天；～千
就	ʨʰiu31	就：成～，～去
修	ɕiu22	修：装～，～正
羞	ɕiu22	羞：～愧
秀	ɕiu45	秀：清～，～才
繡	ɕiu45	绣：～花
宿	ʃiuk2	宿：星～
銹	ɕiu45	锈：铁～
囚	ʨʰiu41	囚：～犯
泅	ʨʰiu41	泅：游水
袖	ʨʰiu31	袖：领～，衫～（衣袖）
晝	ʨiu45	昼：上～，～夜
抽	ʨʰiu22	抽：～出
丑	ʨʰiu31	丑：地支，子丑寅卯
綢	ʨʰiu41	绸：～缎，丝～
稠	ʨʰiu41	稠：～密
籌	ʨʰiu41	筹：～码，～备
宙	ʨʰiu45	宙：宇～
鄒	ʦeu22	邹：姓，～家华
皺	ʨiu45	皱：～纹
縐	ʨiu45	绉：文～～
愁	seu41	愁：～眉苦脸
驟	ʦʰeu31	骤：步～
搜	seu22	搜：～查
餿	seu22	馊：饭馊了，臭～
蒐	seu22	搜：～集
瘦	seu45	瘦：肥瘦
周	ʨiu22	周：姓；～围，～年
舟	ʨiu22	舟：～山
州	ʨiu22	州：广～
洲	ʨiu22	洲：亚～
咒	ʨiu45	咒：～人
醜	ʨʰiu31	丑：出～[文]
醜	sen41	丑：长得丑[白]
臭	ʨʰiu45	臭：～味
收	ɕiu22	收：丰～，～集
手	ɕiu31	手：～脚，～段
首	ɕiu31	首：～先
守	ɕiu31	守：看～所，保～
獸	ʨʰiu45	兽：野～
仇	ɕiu41	仇：～人，报～
酬	ʨʰiu41	酬：应～，～谢
受	ɕiu31	受：接～
壽	ɕiu31	寿：长～
授	ɕiu31	授：教～
售	ʨʰiu41	售：～货，出～
柔	iu41	柔：温～，～和
揉	nɔu41	揉：～烂
鳩	keu22	鸠：斑～
鬮	keu22	阄：拈～（抓阄）
糾	keu22	纠：～缠
九	ʨiu31	九：数字，～龙
久	ʨiu31	久：长～
韭	ʨiu31	韭：～菜
灸	ʨiu45	灸：针～
救	ʨiu45	救：～命
究	ʨiu45	究：～竟，研～
丘	ʨʰiu22	丘：一～田
丘	ʨʰiu22	丘：姓
